fish_id,stage,site,reef,birth_date,pelagic_larval_duration,birth_lunar_day,birth_lunar_month,birth_lunar_phase,birth_moon_first_half,birth_moon_second_half
966,settler,VOE,NA,2017-04-13,47,17,1166,pleine_lune,0.680555556,1
967,settler,VOE,NA,2017-04-07,50,11,1166,premier_quartier,1,0.655555556
968,settler,VOE,NA,2017-04-09,47,13,1166,premier_quartier,1,0.877777778
969,settler,VOE,NA,2017-04-16,44,20,1166,pleine_lune,0.308333333,1
971,settler,VOW,NA,2017-04-09,49,13,1166,premier_quartier,1,0.877777778
973,settler,VOW,NA,2017-04-18,42,22,1166,dernier_quartier,0.030555556,1
974,settler,VOW,NA,2017-04-14,43,18,1166,pleine_lune,0.561111111,1
976,settler,VOW,NA,2017-04-11,46,15,1166,pleine_lune,0.902777778,1
978,juvenile,VMW,34,2017-01-09,47,12,1163,premier_quartier,1,0.691666667
980,juvenile,VMW,26,2017-04-01,49,5,1166,nouvelle_lune,0.733333333,0
981,juvenile,VMW,34,2017-03-14,42,16,1165,pleine_lune,0.672222222,1
983,juvenile,VMW,34,2017-02-16,52,20,1164,pleine_lune,0.216666667,1
984,juvenile,VMW,34,2017-04-11,43,15,1166,pleine_lune,0.902777778,1
985,juvenile,VMW,34,2017-03-10,45,12,1165,premier_quartier,1,0.875
986,juvenile,VMW,40,2017-04-03,47,7,1166,premier_quartier,0.975,0.119444444
987,juvenile,VMW,24,2017-01-01,49,4,1163,nouvelle_lune,0.572222222,0
988,juvenile,VMW,24,2017-01-06,55,9,1163,premier_quartier,1,0.183333333
989,juvenile,TOM,143,2017-04-03,52,7,1166,premier_quartier,0.975,0.119444444
990,juvenile,TOM,150,2017-01-27,43,0,1164,nouvelle_lune,0.102777778,0.086111111
991,juvenile,TOM,145,2017-03-09,49,11,1165,premier_quartier,1,0.747222222
992,juvenile,TOM,151,2017-03-01,41,3,1165,nouvelle_lune,0.508333333,0
993,juvenile,TOM,147,2017-03-04,47,6,1165,nouvelle_lune,0.927777778,0
994,juvenile,TOM,144,2017-03-08,50,10,1165,premier_quartier,1,0.608333333
995,juvenile,TOM,142,2017-01-06,47,9,1163,premier_quartier,1,0.183333333
996,juvenile,TOM,146,2017-03-07,51,9,1165,premier_quartier,1,0.463888889
997,juvenile,TOM,157,2017-01-23,47,26,1163,dernier_quartier,0,0.636111111
999,juvenile,VOE,58,2017-01-30,48,3,1164,nouvelle_lune,0.477777778,0
1001,juvenile,VOE,47,2017-03-28,52,1,1166,nouvelle_lune,0.152777778,0
1002,juvenile,VOE,59,2017-03-06,51,8,1165,premier_quartier,1,0.308333333
1004,juvenile,VOE,46,2017-03-17,43,19,1165,pleine_lune,0.333333333,1
1005,juvenile,VOE,57,2017-03-01,54,3,1165,nouvelle_lune,0.508333333,0
1006,juvenile,VOE,49,2017-02-21,44,25,1164,dernier_quartier,0,0.730555556
1007,juvenile,VOE,55,2017-03-09,44,11,1165,premier_quartier,1,0.747222222
1008,juvenile,VOE,48,2017-01-08,43,11,1163,premier_quartier,1,0.519444444
1009,juvenile,VME,65,2017-01-08,40,11,1163,premier_quartier,1,0.519444444
1010,juvenile,VME,65,2017-03-17,44,19,1165,pleine_lune,0.333333333,1
1011,juvenile,VME,65,2017-03-30,58,3,1166,nouvelle_lune,0.430555556,0
1012,juvenile,VME,66,2016-12-26,46,27,1162,dernier_quartier,0,0.411111111
1013,juvenile,VME,66,2017-01-12,47,15,1163,pleine_lune,0.813888889,1
1015,juvenile,VME,66,2017-03-10,46,12,1165,premier_quartier,1,0.875
1016,juvenile,VME,NA,2017-02-16,41,20,1164,pleine_lune,0.216666667,1
1017,juvenile,VME,NA,2017-01-02,57,5,1163,nouvelle_lune,0.691666667,0
1018,juvenile,VME,NA,2017-03-27,56,0,1166,nouvelle_lune,0.025,0.05
1019,juvenile,VOW,17,2017-03-11,45,13,1165,premier_quartier,1,0.994444444
1020,juvenile,VOW,17,2017-04-08,44,12,1166,premier_quartier,1,0.769444444
1021,juvenile,VOW,16,2017-02-08,56,12,1164,premier_quartier,1,0.816666667
1023,juvenile,VOW,13,2017-04-02,50,6,1166,nouvelle_lune,0.894444444,0
1024,juvenile,VOW,4,2017-03-05,48,7,1165,premier_quartier,1,0.144444444
1025,juvenile,VOW,6,2017-04-02,50,6,1166,nouvelle_lune,0.894444444,0
1026,juvenile,VOW,8,2017-03-05,43,7,1165,premier_quartier,1,0.144444444
1027,juvenile,VOW,11,2017-03-15,45,17,1165,pleine_lune,0.561111111,1
1029,juvenile,TMM,122,2017-04-06,44,10,1166,premier_quartier,1,0.536111111
1032,juvenile,TMM,135,2017-03-09,54,11,1165,premier_quartier,1,0.747222222
1034,juvenile,TMM,129,2017-03-14,43,16,1165,pleine_lune,0.672222222,1
1035,juvenile,TMM,140,2017-03-05,52,7,1165,premier_quartier,1,0.144444444
1036,juvenile,TMM,124,2017-02-08,50,12,1164,premier_quartier,1,0.816666667
1038,juvenile,TMM,123,2017-03-16,43,18,1165,pleine_lune,0.45,1
1039,juvenile,MOM,83,2017-04-10,43,14,1166,premier_quartier,1,0.986111111
1043,juvenile,MOM,88,2017-02-09,48,13,1164,premier_quartier,1,0.963888889
1044,juvenile,MOM,92,2017-02-01,49,5,1164,nouvelle_lune,0.722222222,0
1046,juvenile,MOM,97,2017-04-02,46,6,1166,nouvelle_lune,0.894444444,0
1047,juvenile,MOM,95,2017-04-07,43,11,1166,premier_quartier,1,0.655555556
1049,juvenile,MMM,120,2017-01-24,54,27,1163,dernier_quartier,0,0.508333333
1050,juvenile,MMM,119,2017-03-07,48,9,1165,premier_quartier,1,0.463888889
1051,juvenile,MMM,116,2017-03-12,52,14,1165,premier_quartier,0.891666667,1
1052,juvenile,MMM,115,2017-03-05,52,7,1165,premier_quartier,1,0.144444444
1053,juvenile,MMM,113,2017-04-05,48,9,1166,premier_quartier,1,0.405555556
1054,juvenile,MMM,101,2017-04-02,47,6,1166,nouvelle_lune,0.894444444,0
1056,juvenile,MMM,104,2017-03-09,48,11,1165,premier_quartier,1,0.747222222
1057,juvenile,MMM,107,2017-04-16,43,20,1166,pleine_lune,0.308333333,1
1058,juvenile,MMM,105,2017-03-24,61,26,1165,dernier_quartier,0,0.519444444
1059,juvenile,VMW,NA,2017-03-12,45,14,1165,premier_quartier,0.891666667,1
1060,juvenile,VMW,NA,2017-02-22,46,26,1164,dernier_quartier,0,0.594444444
1061,juvenile,VMW,NA,2017-03-11,51,13,1165,premier_quartier,1,0.994444444
1063,juvenile,VMW,NA,2017-03-06,49,8,1165,premier_quartier,1,0.308333333
1066,juvenile,VMW,NA,2017-03-05,49,7,1165,premier_quartier,1,0.144444444
1067,juvenile,VMW,NA,2017-02-22,59,26,1164,dernier_quartier,0,0.594444444
1069,juvenile,VMW,NA,2017-03-14,45,16,1165,pleine_lune,0.672222222,1
1071,juvenile,VMW,NA,2017-03-07,52,9,1165,premier_quartier,1,0.463888889
1072,juvenile,VMW,NA,2017-03-10,51,12,1165,premier_quartier,1,0.875
1073,juvenile,VMW,NA,2016-12-28,49,0,1163,nouvelle_lune,0.05,0.158333333
1074,juvenile,VMW,NA,2017-01-02,47,5,1163,nouvelle_lune,0.691666667,0
1075,juvenile,VMW,NA,2017-03-06,49,8,1165,premier_quartier,1,0.308333333
1077,juvenile,VMW,NA,2017-03-13,46,15,1165,pleine_lune,0.780555556,1
1078,juvenile,VMW,NA,2017-03-12,42,14,1165,premier_quartier,0.891666667,1
1079,juvenile,VMW,NA,2017-03-11,46,13,1165,premier_quartier,1,0.994444444
1080,juvenile,VMW,NA,2017-02-15,46,19,1164,pleine_lune,0.325,1
1081,juvenile,VMW,NA,2017-03-12,46,14,1165,premier_quartier,0.891666667,1
1082,juvenile,VMW,NA,2017-03-16,45,18,1165,pleine_lune,0.45,1
1083,juvenile,VMW,NA,2017-01-07,48,10,1163,premier_quartier,1,0.347222222
1084,juvenile,VMW,NA,2017-01-11,50,14,1163,premier_quartier,0.969444444,1
1086,juvenile,VMW,NA,2017-03-10,49,12,1165,premier_quartier,1,0.875
1087,juvenile,VMW,NA,2017-01-29,45,2,1164,nouvelle_lune,0.355555556,0
1088,juvenile,VMW,NA,2017-03-13,47,15,1165,pleine_lune,0.780555556,1
1089,juvenile,VMW,NA,2017-03-07,48,9,1165,premier_quartier,1,0.463888889
1091,juvenile,VMW,NA,2017-02-19,44,23,1164,dernier_quartier,0,0.986111111
1093,juvenile,VMW,NA,2017-03-01,50,3,1165,nouvelle_lune,0.508333333,0
1094,juvenile,VMW,NA,2017-01-01,55,4,1163,nouvelle_lune,0.572222222,0
1095,juvenile,TOM,147,2017-04-04,46,8,1166,premier_quartier,1,0.269444444
1096,juvenile,TOM,147,2017-03-10,46,12,1165,premier_quartier,1,0.875
1097,juvenile,TOM,147,2017-04-03,53,7,1166,premier_quartier,0.975,0.119444444
1098,juvenile,TOM,151,2017-03-27,55,0,1166,nouvelle_lune,0.025,0.05
1099,juvenile,TOM,151,2017-03-16,47,18,1165,pleine_lune,0.45,1
1100,juvenile,TOM,151,2017-03-19,42,21,1165,pleine_lune,0.086111111,1
1102,juvenile,TOM,151,2017-01-08,48,11,1163,premier_quartier,1,0.519444444
1103,juvenile,TOM,151,2017-03-09,48,11,1165,premier_quartier,1,0.747222222
1104,juvenile,TOM,151,2017-01-14,42,17,1163,pleine_lune,0.536111111,1
1106,juvenile,TOM,151,2017-03-15,44,17,1165,pleine_lune,0.561111111,1
1110,juvenile,TOM,143,2017-03-03,52,5,1165,nouvelle_lune,0.780555556,0
1112,juvenile,TOM,143,2017-04-11,43,15,1166,pleine_lune,0.902777778,1
1114,juvenile,TOM,143,2017-02-28,51,2,1165,nouvelle_lune,0.380555556,0
1116,juvenile,TOM,143,2017-03-17,43,19,1165,pleine_lune,0.333333333,1
1117,juvenile,TOM,142,2017-02-04,50,8,1164,premier_quartier,1,0.161111111
1118,juvenile,TOM,142,2017-03-10,51,12,1165,premier_quartier,1,0.875
1119,juvenile,TOM,142,2017-02-05,47,9,1164,premier_quartier,1,0.327777778
1120,juvenile,TOM,150,2017-02-12,43,16,1164,pleine_lune,0.655555556,1
1121,juvenile,TOM,150,2016-12-10,48,11,1162,premier_quartier,1,0.55
1122,juvenile,TOM,150,2017-03-09,52,11,1165,premier_quartier,1,0.747222222
1124,juvenile,TOM,150,2017-03-16,43,18,1165,pleine_lune,0.45,1
1125,juvenile,TOM,150,2017-02-13,44,17,1164,pleine_lune,0.541666667,1
1128,juvenile,TOM,150,2017-03-14,45,16,1165,pleine_lune,0.672222222,1
1129,juvenile,TOM,150,2017-01-07,50,10,1163,premier_quartier,1,0.347222222
1131,juvenile,TOM,150,2017-03-10,48,12,1165,premier_quartier,1,0.875
1139,juvenile,TOM,145,2017-03-17,41,19,1165,pleine_lune,0.333333333,1
1140,juvenile,TOM,145,2017-04-07,48,11,1166,premier_quartier,1,0.655555556
1142,juvenile,VME,NA,2017-02-26,39,0,1165,nouvelle_lune,0.130555556,0
1143,juvenile,VME,NA,2017-03-08,54,10,1165,premier_quartier,1,0.608333333
1144,juvenile,VME,NA,2017-03-15,52,17,1165,pleine_lune,0.561111111,1
1145,juvenile,VME,NA,2017-04-08,46,12,1166,premier_quartier,1,0.769444444
1146,juvenile,VME,NA,2017-04-10,44,14,1166,premier_quartier,1,0.986111111
1147,juvenile,VME,NA,2017-03-08,44,10,1165,premier_quartier,1,0.608333333
1148,juvenile,VME,NA,2017-02-13,47,17,1164,pleine_lune,0.541666667,1
1149,juvenile,VME,NA,2017-03-23,41,25,1165,dernier_quartier,0,0.669444444
1150,juvenile,VME,NA,2017-03-20,42,22,1165,dernier_quartier,0.019444444,1
1151,juvenile,VME,NA,2017-03-12,43,14,1165,premier_quartier,0.891666667,1
1152,juvenile,VME,NA,2017-03-15,46,17,1165,pleine_lune,0.561111111,1
1153,juvenile,VME,NA,2017-04-07,46,11,1166,premier_quartier,1,0.655555556
1154,juvenile,VME,NA,2017-03-31,55,4,1166,nouvelle_lune,0.577777778,0
1155,juvenile,VME,NA,2017-03-05,51,7,1165,premier_quartier,1,0.144444444
1158,juvenile,VME,NA,2017-03-08,48,10,1165,premier_quartier,1,0.608333333
1159,juvenile,VME,NA,2017-02-02,51,6,1164,nouvelle_lune,0.847222222,0
1160,juvenile,VME,NA,2017-03-04,53,6,1165,nouvelle_lune,0.927777778,0
1161,juvenile,VME,NA,2017-04-06,46,10,1166,premier_quartier,1,0.536111111
1162,juvenile,VME,NA,2017-04-01,52,5,1166,nouvelle_lune,0.733333333,0
1163,juvenile,VME,NA,2017-02-15,47,19,1164,pleine_lune,0.325,1
1164,juvenile,VME,NA,2017-03-16,41,18,1165,pleine_lune,0.45,1
1165,juvenile,VME,NA,2017-04-13,42,17,1166,pleine_lune,0.680555556,1
1166,juvenile,VME,NA,2017-04-04,48,8,1166,premier_quartier,1,0.269444444
1167,juvenile,VME,NA,2017-03-09,48,11,1165,premier_quartier,1,0.747222222
1168,juvenile,VME,NA,2017-04-07,47,11,1166,premier_quartier,1,0.655555556
1169,juvenile,VME,NA,2017-04-01,52,5,1166,nouvelle_lune,0.733333333,0
1196,juvenile,VOE,48,2017-02-26,52,0,1165,nouvelle_lune,0.130555556,0
1197,juvenile,VOE,48,2017-03-10,45,12,1165,premier_quartier,1,0.875
1198,juvenile,VOE,49,2017-03-06,53,8,1165,premier_quartier,1,0.308333333
1200,juvenile,VOE,49,2017-04-12,44,16,1166,pleine_lune,0.794444444,1
1201,juvenile,VOE,49,2017-03-13,49,15,1165,pleine_lune,0.780555556,1
1202,juvenile,VOE,49,2017-04-04,49,8,1166,premier_quartier,1,0.269444444
1203,juvenile,VOE,49,2017-04-04,50,8,1166,premier_quartier,1,0.269444444
1204,juvenile,VOE,49,2017-03-30,56,3,1166,nouvelle_lune,0.430555556,0
1205,juvenile,VOE,49,2017-03-30,47,3,1166,nouvelle_lune,0.430555556,0
1206,juvenile,VOE,49,2017-04-04,49,8,1166,premier_quartier,1,0.269444444
1207,juvenile,VOE,49,2017-04-21,44,25,1166,dernier_quartier,0,0.738888889
1209,juvenile,VOE,53,2017-04-10,43,14,1166,premier_quartier,1,0.986111111
1211,juvenile,VOE,46,2017-03-28,54,1,1166,nouvelle_lune,0.152777778,0
1214,juvenile,VOE,57,2017-04-04,52,8,1166,premier_quartier,1,0.269444444
1215,juvenile,VOE,59,2017-03-31,53,4,1166,nouvelle_lune,0.577777778,0
1216,juvenile,VOE,59,2017-03-09,50,11,1165,premier_quartier,1,0.747222222
1217,juvenile,VOE,59,2017-04-02,48,6,1166,nouvelle_lune,0.894444444,0
1219,juvenile,VOE,59,2017-04-03,50,7,1166,premier_quartier,0.975,0.119444444
1221,juvenile,VOE,56,2017-04-10,43,14,1166,premier_quartier,1,0.986111111
1222,juvenile,VOE,56,2017-03-18,45,20,1165,pleine_lune,0.213888889,1
1223,juvenile,VOE,56,2017-03-05,52,7,1165,premier_quartier,1,0.144444444
1224,juvenile,VOE,56,2017-03-12,55,14,1165,premier_quartier,0.891666667,1
1225,juvenile,VOE,56,2017-04-05,48,9,1166,premier_quartier,1,0.405555556
1226,juvenile,VOE,56,2017-03-23,58,25,1165,dernier_quartier,0,0.669444444
1229,juvenile,VOE,47,2017-03-31,47,4,1166,nouvelle_lune,0.577777778,0
1231,juvenile,VOE,47,2017-03-30,53,3,1166,nouvelle_lune,0.430555556,0
1234,juvenile,VOE,NA,2017-03-08,43,10,1165,premier_quartier,1,0.608333333
1237,juvenile,VME,74,2017-03-30,51,3,1166,nouvelle_lune,0.430555556,0
1238,juvenile,VME,77,2017-04-08,45,12,1166,premier_quartier,1,0.769444444
1239,juvenile,VME,77,2017-04-07,45,11,1166,premier_quartier,1,0.655555556
1241,juvenile,TMM,130,2017-02-28,47,2,1165,nouvelle_lune,0.380555556,0
1244,juvenile,TMM,124,2017-03-13,48,15,1165,pleine_lune,0.780555556,1
1245,juvenile,TMM,124,2017-03-10,49,12,1165,premier_quartier,1,0.875
1246,juvenile,TMM,124,2017-02-18,43,22,1164,dernier_quartier,0.044444444,1
1247,juvenile,TMM,124,2017-02-12,46,16,1164,pleine_lune,0.655555556,1
1250,juvenile,TMM,124,2016-11-10,63,11,1161,premier_quartier,1,0.427777778
1251,juvenile,TMM,124,2016-12-15,47,16,1162,pleine_lune,0.583333333,1
1252,juvenile,TMM,123,2017-03-20,42,22,1165,dernier_quartier,0.019444444,1
1254,juvenile,TMM,123,2016-11-30,48,1,1162,nouvelle_lune,0.258333333,0
1257,juvenile,TMM,129,2016-12-06,47,7,1162,premier_quartier,0.963888889,0
1258,juvenile,TMM,NA,2017-03-06,50,8,1165,premier_quartier,1,0.308333333
1259,juvenile,TMM,NA,2017-01-12,45,15,1163,pleine_lune,0.813888889,1
1260,juvenile,TMM,NA,2017-02-14,47,18,1164,pleine_lune,0.433333333,1
1261,juvenile,TMM,NA,2017-02-05,46,9,1164,premier_quartier,1,0.327777778
1263,juvenile,TMM,NA,2017-02-06,54,10,1164,premier_quartier,1,0.494444444
1266,juvenile,TMM,NA,2017-04-15,41,19,1166,pleine_lune,0.436111111,1
1267,juvenile,TMM,NA,2017-02-27,54,1,1165,nouvelle_lune,0.255555556,0
1268,juvenile,TMM,NA,2017-03-07,50,9,1165,premier_quartier,1,0.463888889
1269,juvenile,TMM,NA,2017-03-08,48,10,1165,premier_quartier,1,0.608333333
1270,juvenile,TMM,NA,2017-03-13,50,15,1165,pleine_lune,0.780555556,1
1271,juvenile,TMM,NA,2017-03-12,45,14,1165,premier_quartier,0.891666667,1
1272,juvenile,TMM,NA,2017-02-27,51,1,1165,nouvelle_lune,0.255555556,0
1274,juvenile,TMM,NA,2017-03-05,56,7,1165,premier_quartier,1,0.144444444
1275,juvenile,TMM,NA,2017-02-25,50,29,1164,dernier_quartier,0,0.147222222
1276,juvenile,TMM,NA,2017-03-11,46,13,1165,premier_quartier,1,0.994444444
1277,juvenile,TMM,NA,2017-03-30,52,3,1166,nouvelle_lune,0.430555556,0
1278,juvenile,TMM,NA,2017-03-02,50,4,1165,nouvelle_lune,0.641666667,0
1280,juvenile,TMM,NA,2017-02-04,48,8,1164,premier_quartier,1,0.161111111
1281,juvenile,VOW,11,2017-04-06,48,10,1166,premier_quartier,1,0.536111111
1282,juvenile,VOW,11,2017-04-06,44,10,1166,premier_quartier,1,0.536111111
1283,juvenile,VOW,11,2017-02-05,53,9,1164,premier_quartier,1,0.327777778
1284,juvenile,VOW,11,2017-03-25,58,27,1165,dernier_quartier,0,0.366666667
1285,juvenile,VOW,16,2017-03-02,49,4,1165,nouvelle_lune,0.641666667,0
1286,juvenile,VOW,16,2017-04-13,47,17,1166,pleine_lune,0.680555556,1
1287,juvenile,VOW,16,2017-04-02,49,6,1166,nouvelle_lune,0.894444444,0
1288,juvenile,VOW,16,2017-04-14,40,18,1166,pleine_lune,0.561111111,1
1289,juvenile,VOW,16,2017-04-09,47,13,1166,premier_quartier,1,0.877777778
1290,juvenile,VOW,16,2017-04-08,48,12,1166,premier_quartier,1,0.769444444
1291,juvenile,VOW,13,2017-01-07,52,10,1163,premier_quartier,1,0.347222222
1292,juvenile,VOW,13,2017-04-08,46,12,1166,premier_quartier,1,0.769444444
1293,juvenile,VOW,13,2017-01-15,44,18,1163,pleine_lune,0.416666667,1
1294,juvenile,VOW,13,2017-04-09,44,13,1166,premier_quartier,1,0.877777778
1295,juvenile,VOW,13,2017-04-08,47,12,1166,premier_quartier,1,0.769444444
1296,juvenile,VOW,13,2017-04-11,51,15,1166,pleine_lune,0.902777778,1
1298,juvenile,VOW,4,2016-12-25,46,26,1162,dernier_quartier,0,0.527777778
1299,juvenile,VOW,8,2017-03-04,52,6,1165,nouvelle_lune,0.927777778,0
1301,juvenile,VOW,8,2017-04-09,48,13,1166,premier_quartier,1,0.877777778
1302,juvenile,VOW,8,2017-04-18,43,22,1166,dernier_quartier,0.030555556,1
1303,juvenile,VOW,8,2017-04-10,44,14,1166,premier_quartier,1,0.986111111
1304,juvenile,VOW,8,2017-01-08,49,11,1163,premier_quartier,1,0.519444444
1305,juvenile,VOW,14,2017-03-15,41,17,1165,pleine_lune,0.561111111,1
1306,juvenile,VOW,14,2017-04-05,46,9,1166,premier_quartier,1,0.405555556
1307,juvenile,VOW,14,2017-02-18,43,22,1164,dernier_quartier,0.044444444,1
1308,juvenile,VOW,14,2017-04-11,43,15,1166,pleine_lune,0.902777778,1
1309,juvenile,VOW,14,2017-04-06,47,10,1166,premier_quartier,1,0.536111111
1321,juvenile,VOW,15,2017-04-08,43,12,1166,premier_quartier,1,0.769444444
1324,juvenile,MOM,97,2016-12-29,49,1,1163,nouvelle_lune,0.186111111,0.022222222
1325,juvenile,MOM,97,2017-03-12,44,14,1165,premier_quartier,0.891666667,1
1328,juvenile,MOM,94,2017-03-31,53,4,1166,nouvelle_lune,0.577777778,0
1329,juvenile,MOM,94,2017-01-22,43,25,1163,dernier_quartier,0,0.755555556
1331,juvenile,MOM,94,2017-03-06,52,8,1165,premier_quartier,1,0.308333333
1333,juvenile,MOM,94,2017-03-28,52,1,1166,nouvelle_lune,0.152777778,0
1334,juvenile,MOM,94,2017-02-26,51,0,1165,nouvelle_lune,0.130555556,0
1335,juvenile,MOM,94,2017-02-08,50,12,1164,premier_quartier,1,0.816666667
1336,juvenile,MOM,83,2017-03-04,52,6,1165,nouvelle_lune,0.927777778,0
1338,juvenile,MOM,83,2017-03-08,51,10,1165,premier_quartier,1,0.608333333
1339,juvenile,MOM,83,2017-04-08,46,12,1166,premier_quartier,1,0.769444444
1341,juvenile,MOM,84,2017-03-08,52,10,1165,premier_quartier,1,0.608333333
1344,juvenile,MOM,84,2017-03-30,50,3,1166,nouvelle_lune,0.430555556,0
1347,juvenile,MOM,87,2017-03-06,46,8,1165,premier_quartier,1,0.308333333
1349,juvenile,MOM,92,2017-03-08,48,10,1165,premier_quartier,1,0.608333333
1350,juvenile,MOM,92,2017-03-31,53,4,1166,nouvelle_lune,0.577777778,0
1351,juvenile,MOM,92,2017-04-09,45,13,1166,premier_quartier,1,0.877777778
1352,juvenile,MOM,92,2017-01-03,54,6,1163,nouvelle_lune,0.811111111,0
1355,juvenile,MOM,92,2017-04-01,48,5,1166,nouvelle_lune,0.733333333,0
1357,juvenile,MOM,95,2017-02-02,49,6,1164,nouvelle_lune,0.847222222,0
1358,juvenile,MOM,95,2017-04-05,45,9,1166,premier_quartier,1,0.405555556
1362,juvenile,MOM,99,2017-03-10,46,12,1165,premier_quartier,1,0.875
1364,juvenile,MOM,99,2017-03-10,51,12,1165,premier_quartier,1,0.875
1368,juvenile,MOM,99,2017-04-03,48,7,1166,premier_quartier,0.975,0.119444444
1371,juvenile,MOM,85,2017-04-05,37,9,1166,premier_quartier,1,0.405555556
1372,juvenile,MOM,85,2017-04-06,45,10,1166,premier_quartier,1,0.536111111
1377,juvenile,MOM,85,2017-02-06,52,10,1164,premier_quartier,1,0.494444444
1378,juvenile,MOM,85,2017-03-04,52,6,1165,nouvelle_lune,0.927777778,0
1380,juvenile,MOM,85,2016-11-13,46,14,1161,premier_quartier,1,0.941666667
1386,juvenile,MOM,88,2017-04-04,48,8,1166,premier_quartier,1,0.269444444
1387,juvenile,MOM,88,2017-04-08,44,12,1166,premier_quartier,1,0.769444444
1389,juvenile,MOM,88,2017-03-15,42,17,1165,pleine_lune,0.561111111,1
1391,juvenile,MMM,116,2017-01-30,50,3,1164,nouvelle_lune,0.477777778,0
1393,juvenile,MMM,116,2017-03-27,50,0,1166,nouvelle_lune,0.025,0.05
1394,juvenile,MMM,119,2017-03-10,45,12,1165,premier_quartier,1,0.875
1395,juvenile,MMM,119,2017-03-01,50,3,1165,nouvelle_lune,0.508333333,0
1396,juvenile,MMM,119,2017-01-01,50,4,1163,nouvelle_lune,0.572222222,0
1397,juvenile,MMM,107,2017-04-01,51,5,1166,nouvelle_lune,0.733333333,0
1399,juvenile,MMM,107,2017-04-01,53,5,1166,nouvelle_lune,0.733333333,0
1400,juvenile,MMM,107,2017-02-23,59,27,1164,dernier_quartier,0,0.45
1401,juvenile,MMM,120,2017-04-13,45,17,1166,pleine_lune,0.680555556,1
1402,juvenile,MMM,120,2017-03-28,60,1,1166,nouvelle_lune,0.152777778,0
1404,juvenile,MMM,120,2017-03-03,57,5,1165,nouvelle_lune,0.780555556,0
1405,juvenile,MMM,108,2017-03-30,54,3,1166,nouvelle_lune,0.430555556,0
1406,juvenile,MMM,108,2017-01-04,49,7,1163,premier_quartier,0.933333333,0
1408,juvenile,MMM,108,2017-04-02,48,6,1166,nouvelle_lune,0.894444444,0
1409,juvenile,MMM,101,2017-04-04,47,8,1166,premier_quartier,1,0.269444444
1410,juvenile,MMM,101,2017-03-07,47,9,1165,premier_quartier,1,0.463888889
1411,juvenile,MMM,115,2017-04-01,48,5,1166,nouvelle_lune,0.733333333,0
1412,juvenile,MMM,115,2017-02-10,45,14,1164,premier_quartier,0.9,1
1413,juvenile,MMM,115,2017-02-04,52,8,1164,premier_quartier,1,0.161111111
1415,juvenile,MMM,115,2017-03-08,46,10,1165,premier_quartier,1,0.608333333
1417,juvenile,MMM,113,2017-04-11,42,15,1166,pleine_lune,0.902777778,1
1418,juvenile,MMM,113,2017-04-15,42,19,1166,pleine_lune,0.436111111,1
1419,juvenile,MMM,113,2017-02-14,48,18,1164,pleine_lune,0.433333333,1
1421,juvenile,MMM,104,2017-04-03,50,7,1166,premier_quartier,0.975,0.119444444
1423,juvenile,MMM,104,2017-03-10,48,12,1165,premier_quartier,1,0.875
1424,juvenile,MMM,105,2017-04-06,47,10,1166,premier_quartier,1,0.536111111
1425,juvenile,MMM,105,2017-04-03,48,7,1166,premier_quartier,0.975,0.119444444
1426,juvenile,MMM,105,2017-04-04,47,8,1166,premier_quartier,1,0.269444444
1427,juvenile,MMM,105,2017-04-02,45,6,1166,nouvelle_lune,0.894444444,0
